,Player Name,Player_ID
998,"Doriga, K",4710
999,"Doshi, D R",0462
1000,"Douglas, C R M",3601
1001,"Douglas, J W H",0463
1002,"Douglas, M W",2671
1003,"Doull, S B",0464
1004,"Dowe, U G",0465
1005,"Dower, R R",0466
1006,"Dowlin, T M",3710
1007,"Dowling, G T",0467
1008,"Downton, P R",0468
1009,"Dowrich, S O",4427
1010,"Drakes, V C",2672
1011,"Draper, R G",0469
1012,"Dravid, R",2060
1013,"Druce, N F",0470
1014,"Drum, C J",2673
1015,"Drummond, G D",3486
1016,"D'Souza, A",0403
1017,"du Plessis, F",3847
1018,"Du Preez, J H",0471
1019,"Du Toit, J F",0472
1020,"Ducat, A",0473
1021,"Duckett, B M",4596
1022,"Duckworth, C A R",0474
1023,"Duckworth, G",0475
1024,"Duers, K G",2674
1025,"Duff, R A",0476
1026,"Duffin, T",3324
1027,"Dujon, P J L",0477
1028,"Dukanwala, S F",2675
1029,"Duleepsinhji, K S",0478
1030,"Dumbrill, R",0479
1031,"Duminy, J P",0480
1032,"Duminy, J-P",3208
1033,"Duncan, J R F",0481
1034,"Dunell, O R",0482
1035,"Dunk, B R",4337
1036,"Dunn, J",4977
1037,"Dunning, J A",0483
1038,"Dunusinghe, C I",2022
1039,"Durani, S A",0484
1040,"Durham, H",3367
1041,"Durston, F J",0485
1042,"Dutta, G",5042
1043,"Dutta, N",4014
1044,"Dyer, D V",0486
1045,"Dyer, G C",0487
1046,"Dyer, N R",2676
1047,"Dymock, G",0488
1048,"Dyson, J",0489
1049,"Eady, C J",0490
1050,"Eaglestone, P S",3583
1051,"Ealham, M A",2061
1052,"Eastwood, K H",0491
1053,Ebadot Hossain,4925
1054,"Ebelling, H I",0492
1055,"Ebrahim, D D",2961
1056,"Edgar, B A",0493
1057,"Edmonds, P H",0494
1058,"Edness, J",3491
1059,"Edrich, J H",0495
1060,"Edrich, W J",0496
1061,"Edwards, F H",3125
1062,"Edwards, G N",0497
1063,"Edwards, J D",0498
1064,"Edwards, K A",3853
1065,"Edwards, R",0500
1066,"Edwards, R M",0499
1067,"Edwards, S",4792
1068,"Edwards, W J",0501
1069,Ehsan Adil,4003
1070,Ehsan Khan,4582
1071,Ehsan Nawaz,4298
1072,Ehsanul Haque,3024
1073,Ehteshamuddin,0502
1074,"Eksteen, C E",1973
1075,"Elgar, D",3968
1076,"Elgie, M K",0506
1077,Elias Sunny,3915
1078,"Elliott, G D",3541
1079,"Elliott, H",0507
1080,"Elliott, M T G",2075
1081,"Ellis, A M",3931
1082,"Ellison, R M",0508
1083,"Elworthy, S",2147
1084,"Embuldeniya, L",4853
1085,"Emburey, J E",0509
1086,"Emery, P A",2004
1087,"Emery, R W G",0510
1088,"Emery, S H",0511
1089,"Emmett, G M",0512
1090,"Emmett, T",0513
1091,"Emrit, R R",3457
1092,Enamul Haque,3139
1093,Enamul Haque,2677
1094,"Endean, W R",0514
1095,"Engineer, F M",0515
1096,"Eranga, R M S",3880
1097,"Erasmus, M G",5026
1098,"Ervine, C R",3780
1099,"Ervine, S M",2990
1100,"Esmeijer, J",3038
1101,"Essop-Adam, E A",2678
1102,"Evans, A C",3707
1103,"Evans, A J",0516
1104,"Evans, C N",2065
1105,"Evans, E",0517
1106,"Evans, T G",0518
1107,"Ewing, G M",3138
1108,"Fagg, A E",0519
1109,Fahad Alhashmi,3552
1110,Fahad Nawaz,4843
1111,Fahad Tariq,4523
1112,Fahad Usman,3194
1113,Faheem Ashraf,4690
1114,Fahim Muntasir,2997
1115,"Fairbrother, N H",0520
1116,"Fairfax, A G",0521
1117,Faisal Athar,3119
1118,Faisal Hossain,3175
1119,Faisal Iqbal,2261
1120,Faisal Javed,4902
1121,Faisal Khan,4874
1122,Faizan Asif,4296
1123,Fakhar Zaman,4654
1124,"Fane, F L",0522
1125,Faran Afzal,4994
1126,Fareed Ahmad,4363
1127,Farhad Reza,3414
1128,Farhan Adil,3133
1129,Farhan Ahmed,4524
1130,"Faridi, A S",3581
1131,"Farnes, K",0524
1132,Farooq Hamid,0694
1133,"Farrer, W S",0526
1134,"Farrimond, W",0527
1135,Farrukh Zaman,1963
1136,Faruk Ahmed,2681
1137,"Faulkner, G A",0528
1138,"Faulkner, J P",3930
1139,"Favell, L E",0529
1140,Fawad Ahmed,4233
1141,Fawad Alam,3468
1142,Fayyaz Ahmed,4302
1143,Fayyaz Butt,4854
1144,"Fazal, F Y",4185
1145,Fazal Mahmood,1059
1146,Fazle Mahmud,4823
1147,Fazl-E-Akbar,2130
1148,"Fellows-Smith, J P",0531
1149,"Fender, P G H",0532
1150,"Ferguson, C J",3643
1151,"Ferguson, L H",4609
1152,"Ferguson, W",0533
1153,"Fernandes, M P",0534
1154,"Fernandes, N",3572
1155,"Fernando, A M",4697
1156,"Fernando, B",4473
1157,"Fernando, B O P",4852
1158,"Fernando, C R D",2223
1159,"Fernando, E R",2682
1160,"Fernando, E R N",0535
1161,"Fernando, K  H",3033
1162,"Fernando, K A D",3146
1163,"Fernando, M V T",4574
1164,"Fernando, T C B",2992
1165,"Fernando, T L",2683
1166,"Fernando, U N K",2684
1167,"Fernando, W I A",4581
1168,"Ferreira, N",3293
1169,"Ferris, J J",0536
1170,Fiaz Ahmad,4896
1171,Fiaz Ahmed,4861
1172,"Fichardt, C G",0538
1173,Fida Hussain,5184
1174,"Fielder, A",0539
1175,"Finch, A J",3845
1176,"Findlay, S E",3596
1177,"Findlay, T M",0540
1178,"Fingleton, J H",0541
1179,"Finlason, C E",0542
1180,"Finn, S T",3775
1181,"Fisher, F E",0543
1182,"Fishlock, L B",0544
1183,"Flannigan, R",3820
1184,"Flavell, J A",0545
1185,"Fleetwood-Smith, L O",0546
1186,"Fleming, D W",2003
1187,"Fleming, M V",2685
1188,"Fleming, S P",1977
1189,"Fletcher, A D S",3562
1190,"Fletcher, D A G",2686
1191,"Fletcher, K W R",0547
1192,"Flintoff, A",2148
1193,"Floquet, C E",0548
1194,"Flower, A",0549
1195,"Flower, G W",0550
1196,"Flowers, K K",5050
1197,"Flowers, W",0551
1198,"Flynn, D R",3533
1199,"Foakes, B T",4832
1200,"Foggo, C R",3576
1201,"Foley, H",0552
1202,"Ford, F G J",0553
1203,"Forrest, P J",3938
1204,"Foster, F R",0554
1205,"Foster, J S",2986
1206,"Foster, M L C",0555
1207,"Foster, N A",0556
1208,"Foster, R E",0557
1209,"Fothergill, A J",0558
1210,"Fourie, M J",3471
1211,"Fournier, O",5067
1212,"Fowler, G",0559
1213,"France, H N Ya",5032
1214,"Francis, B C",0560
1215,"Francis, G N",0561
1216,"Francis, H H",0562
1217,"Francois, C M",0563
1218,"Frank, C N",0564
1219,"Frank, W H B",0565
1220,"Franklin, J E C",2263
1221,"Franklin, T J",0566
1222,"Franks, P J",2688
1223,Frasat Ali,2689
1224,"Fraser, A R C",0567
1225,"Frederick, M C",0568
1226,"Fredericks, R C",0569
1227,"Freeman, A P",0570
1228,"Freeman, D L",0571
1229,"Freeman, E W",0572
1230,"Freer, F W",0573
1231,"French, A N",3183
1232,"French, B N",0574
1233,"Friend, T J",2690
1234,"Fry, C B",0575
1235,"Frylinck, J N",5031
1236,"Frylinck, R",4708
1237,"Fudadin, A B",3954
1238,"Fuller, E R H",0576
1239,"Fuller, R L",0577
1240,"Fullerton, G M",0578
1241,"Fulton, P G",3233
1242,"Funston, K J",0579
1243,"Furlonge, H A",0580
1244,"Gabriel, R S",2691
1245,"Gabriel, S T",3952
1246,"Gadkari, C V",0581
1247,"Gaekwad, A D",0582
1248,"Gaekwad, D K",0583
1249,"Gaekwad, H G",0584
1250,"Gallage, I S",2195
1251,"Gallian, J E R",2026
1252,"Gallichan, N",0585
1253,"Gamage, J C",2692
1254,"Gamage, P L S",4335
1255,"Gambhir, G",3107
1256,"Gamsy, D",0586
1257,"Gandhi, D J",2186
1258,"Gandotra, A",0587
1259,"Ganegama, W C A",2962
1260,"Ganesan, V",5094
1261,"Ganesh, D",2087
1262,"Ganga, D",2162
1263,"Ganguly, S C",2059
1264,"Gannon, J B",0588
1265,"Ganteaume, A G",0589
1266,"Gardiner, H J W",4235
1267,"Garner, J",0590
1268,"Garrett, T W",0591
1269,"Garrick, L V",2967
1270,"Garwe, T N",3734
1271,"Gaskin, B B M",0592
1272,"Gatting, M W",0593
1273,"Gauchan, S P",4285
1274,"Gaunt, R A",0594
1275,"Gavaskar, R S",3159
1276,"Gavaskar, S M",0595
1277,"Gavera, W T",4348
1278,"Gay, L H",0596
1279,"Gayle, C H",2217
1280,Gazi Ashraf,2693
1281,"Geary, G",0597
1282,"Gedye, S G",0598
1283,"Geeves, B",3615
1284,"Gehrs, D R A",0599
1285,"George, P R",3825
1286,"Germon, L K",2037
1287,"Getkate, S C",4855
1288,"Ghai, R S",2694
1289,"Ghavri, K D",0601
1290,"Ghazali, M E Z",0602
1291,Gholam Nousher,2696
1292,"Ghorpade, J M",0603
1293,Ghulam Abbas,0002
1294,Ghulam Ahmed,0014
1295,Ghulam Ali,2697
1296,Ghulam Shabber,4614
1297,"Gibb, P A",0604
1298,"Gibbons, T",3379
1299,"Gibbs, G L",0605
1300,"Gibbs, H H",2080
1301,"Gibbs, L R",0606
1302,"Gibson, O D",2025
1303,"Giddins, E S H",2184
1304,"Giffen, G",0607
1305,"Giffen, W F",0608
1306,"Gifford, N",0609
1307,"Gilbert, D R",0610
1308,"Gilchrist, A C",2192
1309,"Gilchrist, R",0611
1310,"Giles, A F",2146
1311,"Gillespie, J N",2082
1312,"Gillespie, M R",3452
1313,"Gillespie, P G",3384
1314,"Gillespie, S R",0612
1315,"Gilligan, A E R",0614
1316,"Gilligan, A H H",0613
1317,"Gilmour, G J",0615
1318,"Gimblett, H",0616
1319,"Gladstone, G",0617
1320,"Gladwin, C",0618
1321,"Gleeson, J W",0619
1322,"Gleeson, R A",0620
1323,"Glover, G K",0621
1324,"Goddard, J D C",0622
1325,"Goddard, T L",0624
1326,"Goddard, T W J",0623
1327,Golam Faruq,2695
1328,"Gomes, H A",0625
1329,"Gomez, G E",0626
1330,"Gondaria, D M",4240
1331,"Gony, M",3569
1332,"Gooch, G A",0627
1333,"Goodwin, M W",2125
1334,"Goodwin, R",4964
1335,"Goonasekera, Y",0628
1336,"Goonatillake, F R M",2698
1337,"Goonatillake, H M",0629
1338,"Gopalan, M J",0630
1339,"Gopinath, C D",0631
1340,"Gordon, J O A",3962
1341,"Gordon, N",0632
1342,"Gordon, T G",3848
1343,"Gore, K",5020
1344,"Goudie, G",3593
1345,"Gough, D",1995
1346,"Gouka, E",2699
1347,"Gould, I J",2700
1348,"Gover, A R",0633
1349,"Gower, D I",0634
1350,"Grace, E M",0635
1351,"Grace, G F",0636
1352,"Grace, W G",0637
1353,"Graf, S F",2701
1354,"Graham, H",0638
1355,"Graham, R",0639
1356,"Grandia, V",3039
1357,"Grant, G C",0640
1358,"Grant, R S",0641
1359,"Graveney, T W",0642
1360,"Gray, A H",0643
1361,"Gray, E J",0644
1362,"Grayson, A P",2702
1363,"Greatbatch, M J",0645
1364,"Green, Z E",5029
1365,"Greenhough, T",0646
1366,"Greenidge, A E",0647
1367,"Greenidge, C G",0648
1368,"Greenidge, G A",0649
1369,"Greenwood, A",0650
1370,"Gregory, D W",0651
1371,"Gregory, E J",0652
1372,"Gregory, J M",0653
1373,"Gregory, R G",0654
1374,"Gregory, S E",0655
1375,"Greig, A W",0656
1376,"Greig, I A",1988
1377,"Grell, M G",0657
1378,"Grieve, B A F",0658
1379,"Grieveson, R E",0659
1380,"Griffin, G M",0660
1381,"Griffith, A F G",2088
1382,"Griffith, C C",0661
1383,"Griffith, H C",0662
1384,"Griffith, S C",0663
1385,"Grimmett, C V",0664
1386,"Gripper, T R",2189
1387,"Groenewald, Z",5143
1388,"Groube, T U",0665
1389,"Grout, A T W",0666
1390,"Gruitjers, T J G",3761
1391,"Guard, G M",0667
1392,"Gudhka, R D",3892
1393,"Guest, C E J",0668
1394,"Guha, S",0669
1395,"Guillen, S C",0670
1396,Gul Mahomed,1062
1397,Gulbadin Naib,3877
1398,"Gunaratne, D A S",4532
1399,"Gunaratne, P W",3034
1400,"Gunasekera, R",3589
1401,"Gunathilaka, M D",4487
1402,"Gunawardene, A A W",2703
1403,"Gunawardene, D A",2175
1404,"Guneratne, R P W",0673
1405,"Gunn, G",0674
1406,"Gunn, J R",0675
1407,"Gunn, W",0676
1408,"Gupta, S K",2704
1409,"Gupte, B P",0677
1410,"Gupte, S P",0678
1411,"Guptill, M J",3633
1412,Gurdeep Singh,4241
1413,Gurkeerat Singh,4212
1414,"Gurney, H F",4307
1415,Gursharan Singh,1606
1416,"Guruge, A M",4259
1417,"Gurusinha, A P",0679
1418,"Guy, J W",0680
1419,Haafiz Shahid,2705
1420,"Habib, A",2181
1421,Habibul Bashar,2235
1422,"Haddin, B J",2707
1423,"Hadlee, B G",2708
1424,"Hadlee, D R",0681
1425,"Hadlee, R J",0682
1426,"Hadlee, W A",0683
1427,Hafizur Rahman,2709
1428,"Haig, N E",0685
1429,"Haigh, S",0686
1430,"Haire, R S",3584
1431,"Hairs, O J",3808
1432,"Hales, A D",3887
1433,"Hall, A E",0687
1434,"Hall, A J",2710
1435,"Hall, G G",0688
1436,"Hall, J D",3802
1437,"Hall, W W",0689
1438,"Halliwell, E A",0690
1439,"Hallows, C",0691
1440,"Halse, C G",0692
1441,"Hameed, H",4604
1442,"Hamence, R A",0693
1443,Hamid Hassan,3672
1444,"Hamilton, G M",2199
1445,"Hamilton, L J",3272
1446,Hammad Azam,3860
1447,"Hammond, J R",0695
1448,"Hammond, W R",0696
1449,Hamoud Amanullah,4918
1450,"Hampshire, J H",0697
1451,"Hamza, Z",4839
1452,Hamza Tahir,4789
1453,Hamza Tariq,3873
1454,"Hands, P A M",0698
1455,"Hands, R H M",0699
1456,"Handscomb, P S P",4558
1457,Hanif Mohammad,1196
1458,"Hanley, M A",0700
1459,Hannan Sarkar,3026
1460,"Hansra, A S",3801
1461,Hanumant Singh,1611
1462,"Haq, R M",3450
1463,Harbhajan Singh,2138
1464,"Hardikar, M S",0701
1465,"Hardinge, H T W",0702
1466,"Hardstaff, J",0703
1467,"Hardstaff, J",0704
1468,"Harford, N S",0705
1469,"Harford, R I",0706
1470,Harilal Shah,2712
1471,Haris Sohail,4225
1472,"Harmer, S R",4372
1473,"Harmison, S J",3037
1474,Haroon Mughal,5011
1475,Haroon Rashid,1442
1476,"Harper, R A",0707
1477,"Harris, C Z",0708
1478,"Harris, J V",3085
1479,"Harris, L",0712
1480,"Harris, M S",4837
1481,"Harris, P G Z",0709
1482,"Harris, P L",3453
1483,"Harris, R J",3638
1484,"Harris, R M",0710
1485,"Harris, T A",0711
1486,"Harry, J",0713
1487,"Hart, M N",1975
1488,"Hart, R G",3020
1489,"Hart, R T",2713
1490,"Hartigan, G P D",0714
1491,"Hartigan, R  M",0715
1492,"Hartkopf, A E V",0716
1493,"Hartland, B R",0717
1494,"Hartley, J C",0718
1495,Harun-Ur-Rashid,2714
1496,"Harvey, I J",2715
1497,"Harvey, M R",0719
1498,"Harvey, R L",0720
1499,"Harvey, R N",0721
1500,Harvinder Singh,2133
1501,"Harwood, S M",3662
1502,Hasan Ali,4579
1503,Hasan Jamil,2716
1504,Hasan Raza,2071
1505,Haseeb Ahsan,0026
1506,Haseeb Amjad,4279
1507,Hasheem Shahzad,5012
1508,Hashmatullah Shahidi,4239
1509,Hasibul Hussain,2241
1510,"Haslam, M J",0722
1511,Hassan Rasheed,4882
1512,"Hassett, A L",0725
1513,Hasti Gul,3670
1514,"Hastings, B F",0726
1515,"Hastings, J W",3831
1516,"Hathorn, C M H",0727
1517,"Hathurusingha, U C",0728
1518,"Hauritz, N M",3016
1519,"Hawke, Lord",0730
1520,"Hawke, N J N",0729
1521,"Hayden, M L",1976
1522,"Hayes, E G",0731
1523,"Hayes, F C",0732
1524,"Hayes, J A",0733
1525,"Hayes, R L",2717
1526,"Haynes, D L",0734
1527,"Haynes, R C",2718
1528,"Hayward, M",2202
1529,"Hayward, T W",0735
1530,"Hazare, V S",0736
1531,"Hazlewood, J R",3799
1532,"Hazlitt, G R",0737
1533,Hazratullah Zazai,4615
1534,"Head, T M",4386
1535,"Headley, D W",2101
1536,"Headley, G A",0738
1537,"Headley, R G A",0739
1538,"Healy, I A",0740
1539,"Heaney, S P",3363
1540,"Hearne, A",0741
1541,"Hearne, F",0747
1542,"Hearne, G A L",0742
1543,"Hearne, G G",0743
1544,"Hearne, J T",0744
1545,"Hearne, J W",0745
1546,"Heazlett, S D",4643
1547,"Hegg, W K",2160
1548,"Heggelman, T J",3818
1549,"Heine, P S",0748
1550,"Hemmings, E E",0749
1551,"Hemp, D L",3441
1552,"Hemraj, C",4821
1553,"Henderson, C W",2985
1554,"Henderson, M",0750
1555,"Henderson, T",3679
1556,"Hendren, E H",0751
1557,"Hendrick, M",0752
1558,"Hendricks, B E",4273
1559,"Hendricks, R R",4340
1560,"Hendriks, J L",0753
1561,"Hendry, H S T",0754
1562,"Hennessy, P D",5016
1563,"Henriques, M C",3680
1564,"Henry, C C",2719
1565,"Henry, M J",4257
1566,"Henry, O",0755
1567,"Herath, H M R K B",2185
1568,"Heron, J G",2720
1569,"Heseltine, C",0756
1570,"Hetmeyer, S O",4681
1571,"Hettiarachchi, D",2957
1572,"Heyn, P D",2721
1573,"Hibbert, P A",0757
1574,"Hick, G A",0758
1575,"Higgins, R S",3347
1576,"Higgs, J D",0759
1577,"Higgs, K",0760
1578,"Hilditch, A M J",0761
1579,"Hilfenhaus, B W",3455
1580,"Hill, A",0762
1581,"Hill, A J L",0763
1582,"Hill, C",0764
1583,"Hill, J",4972
1584,"Hill, J C",0765
1585,"Hilton, M J",0766
1586,"Hime, C F W",0767
1587,"Hindlekar, D D",0768
1588,"Hinds, R O",3004
1589,"Hinds, W W",2216
1590,"Hira, R M",3937
1591,"Hiri, H",4529
1592,"Hirschi, J",5007
1593,"Hirst, G H",0769
1594,"Hirugade, S",5039
1595,"Hirwani, N D",0770
1596,"Hitch, J W",0771
1597,"Hitchcock, P A",3021
1598,"Hoad, E L G",0772
1599,"Hoare, D E",0773
1600,"Hobbs, J B",0774
1601,"Hobbs, R N S",0775
1602,"Hodge, B J",3330
1603,"Hodges, J H",0776
1604,"Hodsoll, K C",3512
1605,"Hoffmann, P J C",3403
1606,"Hogan, T G",0777
1607,"Hogg, G B",2068
1608,"Hogg, R M",0778
1609,"Hogg, V R",2722
1610,"Hoggard, M J",2224
1611,"Hohns, T V",0779
1612,"Holder, J O",3998
1613,"Holder, R I C",2093
1614,"Holder, V A",0780
1615,"Holding, M A",0781
1616,"Hole, G B",0782
1617,"Holford, D A J",0783
1618,"Holland, J M",4573
1619,"Holland, R G",0784
1620,"Hollies, W E",0785
1621,"Hollioake, A J",2105
1622,"Hollioake, B C",2106
1623,"Hollis, D W",3587
1624,"Holmes, E R T",0786
1625,"Holmes, P",0787
1626,"Holt, J K",0788
1627,"Hondo, D T",2984
1628,"Hone, L",0789
1629,"Hookes, D W",0790
1630,"Hooper, C K",3508
1631,"Hooper, C L",0791
1632,"Hope, K A",4695
1633,"Hope, S D",4417
1634,"Hopes, J R",3273
1635,"Hopkins, A J Y",0792
1636,"Hopkins, G J",3177
1637,"Hopwood, J L",0793
1638,"Horan, T P",0794
1639,"Hordern, H V",0795
1640,"Hornby, A N",0796
1641,"Horne, M J",2091
1642,"Horne, P A",0797
1643,"Hornibrook, P M",0798
1644,"Horton, M J",0799
1645,"Hough, K W",0800
1646,"Houghton, D L",0801
1647,"How, J M",3336
1648,"Howard, A B",0802
1649,"Howard, N D",0803
1650,"Howarth, G P",0804
1651,"Howarth, H J",0805
1652,"Howell, H",0806
1653,"Howell, L G",2723
1654,"Howell, W P",0807
1655,"Howorth, R",0808
1656,"Huckle, A G",2109
1657,"Hudson, A C",0809
1658,"Hughes, K J",0810
1659,"Hughes, M G",0811
1660,"Hughes, P J",3647
1661,Humayun Farhat,2958
1662,"Humpage, G W",2724
1663,"Humphries, J",0812
1664,"Hunt, W A",0813
1665,"Hunte, C C",0814
1666,"Hunte, E A C",0815
1667,"Hunter, J",0816
1668,"Hurdle, K A D",3380
1669,"Hurley, R O",3120
1670,"Hurst, A G",0817
1671,"Hurwood, A",0818
1672,"Hussain, N",0823
1673,"Hussain, R O",3420
1674,Hussain Talat,4746
1675,"Hussey, D J",3595
1676,"Hussey, M E K",3160
1677,"Hutchings, K L",0824
1678,"Hutchinson, E H",4961
1679,"Hutchinson, P",0825
1680,"Hutton, L",0826
1681,"Hutton, R A",0827
1682,"Hyatt, D P",3858
1683,"Hyde, G M",5047
1684,"Hylton, L G",0828
1685,"Ibrahim, K C",0830
1686,Ibrahim Hassan,4885
1687,Ibrahim Khan,4916
1688,Ibrahim Nashath,4888
1689,Ibrahim Rizan,4913
1690,Ibrarul Haq,4875
1691,"Iddon, J",0831
1692,"Ifill, N",3096
1693,Iftikhar Ahmed,4488
1694,Iftikhar Anjum,3231
1695,"Igglesden, A P",0832
1696,Ihsanullah,4651
1697,Ijaz Ahmed,0015
1698,Ijaz Ahmed,2034
1699,Ijaz Butt,0272
1700,Ijaz Faqih,0523
1701,"Ikin, J T",0833
1702,Ikram Ali Khil,4928
1703,"Illingworth, R",0834
1704,"Illingworth, R K",0835
1705,"Ilott, M C",0836
1706,Ilyas Gul,3187
1707,Imad Wasim,4423
1708,Imam-ul-Haq,4706
1709,Imran Abbas,2725
1710,Imran Ali,4900
1711,Imran Ali Butt,4857
1712,Imran Anwar,4864
1713,Imran Bulbulia,5070
1714,Imran Farhat,2260
1715,Imran Haider,4617
1716,Imran Khan,4333
1717,Imran Khan,4622
1718,Imran Khan,0928
1719,Imran Nazir,2174
1720,Imran Tahir,3850
1721,Imrul Kayes,3617
1722,Imtiaz Abbasi,2726
1723,Imtiaz Ahmed,0016
1724,"Inampud, R K",5044
1725,Inam-ul-Haq,4904
1726,"Indrajitsinhji, K S",0838
1727,"Ingram, C A",3823
1728,"Ingram , P J",3754
1729,"Innes, A R",0839
1730,"Insole, D J",0840
1731,Intikhab Alam,0031
1732,"Inverarity, R J",0841
1733,Inzamam-ul-Haq,1794
1734,"Iqbal, M M",3655
1735,"Iqbal, T",2727
1736,Iqbal Hussain,4911
1737,"Iqbal Qasim, M",1410
1738,Iqbal Sikander,2728
1739,"Irani, J K",0843
1740,"Irani, R C",2057
1741,"Iredale, F A",0844
1742,"Ireland, A J",3318
1743,Irfan Ahmed,3564
1744,Irfan Bhatti,2729
1745,Irfan Fazil,2215
1746,Irfan Sajid,4451
1747,"Ironmonger, H",0845
1748,"Ironside, D E J",0846
1749,"Irvine, B L",0847
1750,"Isaneez, E",5153
1751,Ishtiaq Muhammad,4519
1752,Israr Ali,0041
1753,"Iverson, J B",0849
1754,"Iyer, S S",4387
1755,Izatullah Dawlatzai,3828
1756,"Jack, S D",2010
1757,"Jackman, R D",0850
1758,"Jackson, A A",0851
1759,"Jackson, F S",0852
1760,"Jackson, H L",0853
1761,"Jacobs, R D",2154
1762,"Jadeja, A",0854
1763,"Jadeja, R A",3644
1764,"Jadhav, K M",4033
1765,"Jaffer, W",2208
1766,"Jaggernauth, A S",3548
1767,Jahangir Alam,2730
1768,"Jahangir Khan, M",0856
1769,Jahangir Shah,2731
1770,Jahurul Islam,3777
1771,"Jai, L P",0857
1772,"Jaisimha, M L",0858
1773,Jalaluddin,0859
1774,Jamaluddin Ahmed,3142
1775,"James, K C",0860
1776,"James, S P",2145
1777,"James, W R",1993
1778,"Jameson, J A",0861
1779,"Jamil, S",5100
1780,"Jamshedji, R J D",0862
1781,"Jansen, F",2732
1782,"Jaques, P A",3335
1783,"Jardine, D R",0863
1784,"Jarman, B N",0864
1785,"Jarvis, A H",0865
1786,"Jarvis, K M",3733
1787,"Jarvis, M P",0866
1788,"Jarvis, P W",0867
1789,"Jarvis, T W",0868
1790,Jasdeep Singh,4958
1791,Jatinder Singh,4464
1792,Javed Ahmadi,3813
1793,Javed Akhtar,0027
1794,Javed Burki,0260
1795,Javed Miandad,1169
1796,Javed Omar,2733
1797,Javed Qadeer,2734
1798,Jawahir Shah,2735
1799,Jay Odedra,4856
1800,"Jayantha, W S",3163
1801,"Jayantilal, K",0870
1802,"Jayaprakashdaran, P S",3292
1803,"Jayasekera, R S A",0871
1804,"Jayasinghe, C U",3742
1805,"Jayasinghe, S A",2736
1806,"Jayasundera, M D U S",4508
1807,"Jayasuriya, G S N F G",4475
1808,"Jayasuriya, N G R P",4805
1809,"Jayasuriya, S T",0872
1810,"Jayawardene, D P M D",2104
1811,"Jayawardene, H A P W",2225
1812,"Jayeshbai Patel, P",5085
1813,"Jeganathan, S",0873
1814,"Jenkins, R O",0874
1815,"Jenner, T J",0875
1816,"Jennings, C B",0876
1817,"Jennings, K K",4610
1818,"Jeremy, K C B",2737
1819,"Jesani, J S",3681
1820,"Jessop, G L",0877
1821,"Jesty, T E",2738
1822,"Jethi, K",3603
1823,Joginder Sharma,3244
1824,"John, V B",0878
1825,"Johnson, C L",0879
1826,"Johnson, D",2067
1827,"Johnson, H H H",0880
1828,"Johnson, H R",3221
1829,"Johnson, I W",0881
1830,"Johnson, L J",0882
1831,"Johnson, L R",3609
1832,"Johnson, M G",3334
1833,"Johnson, M R",3212
1834,"Johnson, N C",2157
1835,"Johnson, R L",3121
1836,"Johnson, T F",0883
1837,"Johnston, D T",3385
1838,"Johnston, W A",0884
1839,"Jones, A",4957
1840,"Jones, A H",0885
1841,"Jones, A O",0886
1842,"Jones, C E L",0887
1843,"Jones, D M",0888
1844,"Jones, E",0889
1845,"Jones, G O",3165
1846,"Jones, I J",0890
1847,"Jones, M A",4723
1848,"Jones, M O",3440
1849,"Jones, N G",3803
1850,"Jones, P E",0892
1851,"Jones, R A",3152
1852,"Jones, S P",0893
1853,"Jones, S P",3028
1854,"Jongwe, L M",4319
1855,"Jonker, C",4740
1856,"Jonkman, M B S",3444
1857,"Jonkman, M M A",3495
1858,"Jora, S",4845
1859,"Jordan, C J",4238
1860,"Joseph, A S",4575
1861,"Joseph, D",3086
1862,"Joseph, D R E",2173
1863,"Joseph, G J",5055
1864,"Joseph, S C",2739
1865,"Joshi, P G",0894
1866,"Joshi, S B",2053
1867,"Joslin, L R",0895
1868,"Joyce, D I",3386
1869,"Joyce, E C",3393
1870,Jubair Hossain,4334
1871,"Julian, B P",0897
1872,"Julien, B D",0896
1873,"Jumadeen, R R",0898
1874,Junaid Khan,3855
1875,Junaid Siddique,3517
1876,Junaid Siddiqui,3874
1877,Junaid Zia,3135
1878,"Jupp, H",0899
1879,"Jupp, V W C",0900
1880,"Jurangpathy, B R",0901
1881,"Jyoti, S",3430
1882,Kabir Ali,3127
1883,Kabir Khan,2001
1884,"Kaia, R",4426
1885,"Kaif, M",2213
1886,"Kalavitigoda, S",3277
1887,"Kale, A V",3110
1888,Kaleemullah,4628
1889,"Kallicharran, A I",0903
1890,"Kallis, J H",2043
1891,"Kalpage, R S",1969
1892,"Kaltongga, G",4976
1893,"Kaluperuma, L W",0904
1894,"Kaluperuma, S M S",0905
1895,"Kaluwitharana, R S",0906
1896,"Kamande, J K",2740
1897,"Kambli, V G",0908
1898,Kamran Akmal,3056
1899,Kamran Hussain,3522
1900,Kamran Khan,4901
1901,Kamran Shahzad,4260
1902,Kamrul Islam Rabbi,4597
1903,"Kamungozi, T",3438
1904,"Kamunhukamwe, T S",4804
1905,"Kamyuka, K",4232
1906,"Kandamby, S H T",3172
1907,"Kandappah, A L",3505
1908,"Kane, T E",4433
1909,"Kaneria, D",2252
1910,"Kanhai, R B",0909
1911,"Kanitkar, H H",2204
1912,"Kanitkar, H S",0910
1913,Kapil Dev,0443
1914,"Kapoor, A R",2009
1915,"Kapugedera, C K",3340
